Date;ConfirmedCases;ConfirmedDeaths;StringencyIndex;StringencyIndexForDisplay;StringencyLegacyIndex;StringencyLegacyIndexForDisplay;GovernmentResponseIndex;GovernmentResponseIndexForDisplay;ContainmentHealthIndex;ContainmentHealthIndexForDisplay;EconomicSupportIndex;EconomicSupportIndexForDisplay
01.01.2020;;;0;0;0;0;0;0;0;0;0;0
02.01.2020;;;0;0;0;0;0;0;0;0;0;0
03.01.2020;;;0;0;0;0;0;0;0;0;0;0
04.01.2020;;;0;0;0;0;0;0;0;0;0;0
05.01.2020;;;0;0;0;0;0;0;0;0;0;0
06.01.2020;;;0;0;0;0;0;0;0;0;0;0
07.01.2020;;;0;0;0;0;0;0;0;0;0;0
08.01.2020;;;0;0;0;0;0;0;0;0;0;0
09.01.2020;;;0;0;0;0;0;0;0;0;0;0
10.01.2020;;;0;0;0;0;0;0;0;0;0;0
11.01.2020;;;0;0;0;0;0;0;0;0;0;0
12.01.2020;;;0;0;0;0;0;0;0;0;0;0
13.01.2020;;;0;0;0;0;0;0;0;0;0;0
14.01.2020;;;0;0;0;0;0;0;0;0;0;0
15.01.2020;;;0;0;0;0;0;0;0;0;0;0
16.01.2020;;;0;0;0;0;0;0;0;0;0;0
17.01.2020;;;0;0;0;0;0;0;0;0;0;0
18.01.2020;;;0;0;0;0;0;0;0;0;0;0
19.01.2020;;;0;0;0;0;0;0;0;0;0;0
20.01.2020;;;0;0;0;0;0;0;0;0;0;0
21.01.2020;;;0;0;0;0;0;0;0;0;0;0
22.01.2020;;;0;0;0;0;0;0;0;0;0;0
23.01.2020;;;0;0;0;0;0;0;0;0;0;0
24.01.2020;;;0;0;0;0;0;0;0;0;0;0
25.01.2020;;;0;0;0;0;0;0;0;0;0;0
26.01.2020;;;0;0;0;0;0;0;0;0;0;0
27.01.2020;;;0;0;0;0;0;0;0;0;0;0
28.01.2020;;;0;0;0;0;0;0;0;0;0;0
29.01.2020;;;0;0;0;0;0;0;0;0;0;0
30.01.2020;;;0;0;0;0;0;0;0;0;0;0
31.01.2020;;;0;0;0;0;0;0;0;0;0;0
01.02.2020;;;0;0;0;0;0;0;0;0;0;0
02.02.2020;;;0;0;0;0;0;0;0;0;0;0
03.02.2020;;;0;0;0;0;0;0;0;0;0;0
04.02.2020;;;0;0;0;0;0;0;0;0;0;0
05.02.2020;;;0;0;0;0;0;0;0;0;0;0
06.02.2020;;;0;0;0;0;0;0;0;0;0;0
07.02.2020;;;0;0;0;0;0;0;0;0;0;0
08.02.2020;;;0;0;0;0;0;0;0;0;0;0
09.02.2020;;;0;0;0;0;0;0;0;0;0;0
10.02.2020;;;0;0;0;0;0;0;0;0;0;0
11.02.2020;;;0;0;0;0;0;0;0;0;0;0
12.02.2020;;;0;0;0;0;0;0;0;0;0;0
13.02.2020;;;0;0;0;0;208;208;238;238;0;0
14.02.2020;;;0;0;0;0;208;208;238;238;0;0
15.02.2020;;;0;0;0;0;208;208;238;238;0;0
16.02.2020;;;0;0;0;0;208;208;238;238;0;0
17.02.2020;;;0;0;0;0;208;208;238;238;0;0
18.02.2020;;;0;0;0;0;208;208;238;238;0;0
19.02.2020;;;0;0;0;0;208;208;238;238;0;0
20.02.2020;;;0;0;0;0;208;208;238;238;0;0
21.02.2020;;;0;0;0;0;208;208;238;238;0;0
22.02.2020;;;0;0;0;0;208;208;238;238;0;0
23.02.2020;;;0;0;0;0;208;208;238;238;0;0
24.02.2020;;;0;0;0;0;208;208;238;238;0;0
25.02.2020;;;0;0;0;0;208;208;238;238;0;0
26.02.2020;;;1111;1111;1429;1429;833;833;952;952;0;0
27.02.2020;;;1111;1111;1429;1429;833;833;952;952;0;0
28.02.2020;;;1111;1111;1429;1429;833;833;952;952;0;0
29.02.2020;;;1111;1111;1429;1429;833;833;952;952;0;0
01.03.2020;;;1111;1111;1429;1429;833;833;952;952;0;0
02.03.2020;;;1111;1111;1429;1429;990;990;1131;1131;0;0
03.03.2020;;;1111;1111;1429;1429;990;990;1131;1131;0;0
04.03.2020;;;1111;1111;1429;1429;990;990;1131;1131;0;0
05.03.2020;1;0;1111;1111;1429;1429;990;990;1131;1131;0;0
06.03.2020;2;0;1111;1111;1429;1429;990;990;1131;1131;0;0
07.03.2020;2;0;1111;1111;1429;1429;990;990;1131;1131;0;0
08.03.2020;3;0;1111;1111;1429;1429;990;990;1131;1131;0;0
09.03.2020;3;0;1111;1111;1429;1429;990;990;1131;1131;0;0
10.03.2020;3;0;1111;1111;1429;1429;990;990;1131;1131;0;0
11.03.2020;3;0;1111;1111;1429;1429;990;990;1131;1131;0;0
12.03.2020;15;0;1111;1111;1429;1429;990;990;1131;1131;0;0
13.03.2020;15;0;5926;5926;6429;6429;3490;3490;3988;3988;0;0
14.03.2020;15;0;5926;5926;6429;6429;3490;3490;3988;3988;0;0
15.03.2020;24;0;5926;5926;6429;6429;3490;3490;3988;3988;0;0
16.03.2020;25;0;6111;6111;6786;6786;3594;3594;4107;4107;0;0
17.03.2020;25;0;8056;8056;8810;8810;4688;4688;5357;5357;0;0
18.03.2020;63;0;8056;8056;8810;8810;4688;4688;5357;5357;0;0
19.03.2020;66;2;8056;8056;8810;8810;4688;4688;5357;5357;0;0
20.03.2020;66;2;8333;8333;8810;8810;4844;4844;5536;5536;0;0
21.03.2020;119;3;8333;8333;8810;8810;4844;4844;5536;5536;0;0
22.03.2020;186;3;8333;8333;8810;8810;4844;4844;5536;5536;0;0
23.03.2020;233;4;8333;8333;8810;8810;4844;4844;5536;5536;0;0
24.03.2020;305;6;8333;8333;8810;8810;4844;4844;5536;5536;0;0
25.03.2020;370;8;8333;8333;8810;8810;4844;4844;5536;5536;0;0
26.03.2020;421;9;8333;8333;8810;8810;4844;4844;5536;5536;0;0
27.03.2020;493;10;8611;8611;9167;9167;5000;5000;5714;5714;0;0
28.03.2020;558;13;8611;8611;9167;9167;5000;5000;5714;5714;0;0
29.03.2020;600;17;8611;8611;9167;9167;5000;5000;5714;5714;0;0
30.03.2020;657;18;8889;8889;9643;9643;5156;5156;5893;5893;0;0
31.03.2020;708;23;8889;8889;9643;9643;5156;5156;5893;5893;0;0
01.04.2020;832;28;8889;8889;9643;9643;5938;5938;5893;5893;6250;6250
02.04.2020;992;41;8889;8889;9643;9643;5938;5938;5893;5893;6250;6250
03.04.2020;1074;47;8889;8889;9643;9643;5938;5938;5893;5893;6250;6250
04.04.2020;1246;58;8889;8889;9643;9643;5938;5938;5893;5893;6250;6250
05.04.2020;1394;64;8889;8889;9643;9643;5938;5938;5893;5893;6250;6250
06.04.2020;1461;71;8889;8889;9643;9643;5938;5938;5893;5893;6250;6250
07.04.2020;1688;89;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
08.04.2020;1938;106;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
09.04.2020;2216;122;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
10.04.2020;2464;147;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
11.04.2020;2607;155;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
12.04.2020;2855;170;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
13.04.2020;3221;182;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
14.04.2020;3410;224;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
15.04.2020;3743;265;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
16.04.2020;3944;301;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
17.04.2020;4349;341;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
18.04.2020;4543;387;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
19.04.2020;4675;402;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
20.04.2020;4899;422;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
21.04.2020;5306;461;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
22.04.2020;5552;490;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
23.04.2020;6172;530;8704;8704;9286;9286;5833;5833;5774;5774;6250;6250
24.04.2020;6282;570;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
25.04.2020;6828;615;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
26.04.2020;7111;645;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
27.04.2020;7944;677;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
28.04.2020;8504;738;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
29.04.2020;8869;794;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
30.04.2020;9453;854;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
01.05.2020;10166;921;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
02.05.2020;10546;971;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
03.05.2020;11139;1019;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
04.05.2020;11721;1065;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
05.05.2020;12391;1123;8704;8704;9286;9286;6224;6224;6220;6220;6250;6250
06.05.2020;13295;1205;8704;8704;9286;9286;6641;6641;6696;6696;6250;6250
07.05.2020;14156;1394;8704;8704;9286;9286;6849;6849;6935;6935;6250;6250
08.05.2020;15741;1503;8704;8704;9286;9286;6849;6849;6935;6935;6250;6250
09.05.2020;16929;1653;8704;8704;9286;9286;6849;6849;6935;6935;6250;6250
10.05.2020;17062;1714;8704;8704;9286;9286;6849;6849;6935;6935;6250;6250
11.05.2020;17939;1770;8889;8889;9286;9286;6953;6953;7054;7054;6250;6250
12.05.2020;18486;1928;8889;8889;9286;9286;6953;6953;7054;7054;6250;6250
13.05.2020;18728;2050;8889;8889;9286;9286;6953;6953;7054;7054;6250;6250
14.05.2020;19467;2247;8889;8889;9286;9286;6953;6953;7054;7054;6250;6250
15.05.2020;19987;2438;8889;8889;9286;9286;6953;6953;7054;7054;6250;6250
16.05.2020;21601;2614;8889;8889;9286;9286;6953;6953;7054;7054;6250;6250
17.05.2020;22238;2715;8889;8889;9286;9286;6953;6953;7054;7054;6250;6250
18.05.2020;26665;2852;8889;8889;9286;9286;6953;6953;7054;7054;6250;6250
19.05.2020;27805;3079;8889;8889;9286;9286;6953;6953;7054;7054;6250;6250
20.05.2020;30372;3237;8889;8889;9286;9286;6953;6953;7054;7054;6250;6250
21.05.2020;32089;3412;8889;8889;9286;9286;7031;7031;7143;7143;6250;6250
22.05.2020;33589;3657;8889;8889;9286;9286;7031;7031;7143;7143;6250;6250
23.05.2020;34533;3905;8889;8889;9286;9286;7031;7031;7143;7143;6250;6250
24.05.2020;37912;3993;8889;8889;9286;9286;7031;7031;7143;7143;6250;6250
25.05.2020;39298;4105;8889;8889;9286;9286;7031;7031;7143;7143;6250;6250
26.05.2020;40024;4361;8889;8889;9286;9286;7031;7031;7143;7143;6250;6250
27.05.2020;42398;4605;8889;8889;9286;9286;7031;7031;7143;7143;6250;6250
28.05.2020;44886;4856;8889;8889;9286;9286;7031;7031;7143;7143;6250;6250
29.05.2020;47953;5079;8889;8889;9286;9286;7031;7031;7143;7143;6250;6250
30.05.2020;52420;5277;8889;8889;9286;9286;7031;7031;7143;7143;6250;6250
31.05.2020;53388;5344;8889;8889;9286;9286;7031;7031;7143;7143;6250;6250
01.06.2020;54530;5462;8704;8704;9286;9286;6927;6927;7024;7024;6250;6250
02.06.2020;56732;5686;8704;8704;9286;9286;6927;6927;7024;7024;6250;6250
03.06.2020;59240;6010;8704;8704;9286;9286;6927;6927;7024;7024;6250;6250
04.06.2020;60932;6327;8704;8704;9286;9286;6927;6927;7024;7024;6250;6250
05.06.2020;63066;6473;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
06.06.2020;64533;6639;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
07.06.2020;67756;6707;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
08.06.2020;69499;6781;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
09.06.2020;72979;6928;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
10.06.2020;74373;7138;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
11.06.2020;75775;7363;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
12.06.2020;77784;7417;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
13.06.2020;78836;7592;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
14.06.2020;79572;7672;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
15.06.2020;80946;7728;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
16.06.2020;83343;7967;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
17.06.2020;86963;8138;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
18.06.2020;87317;8412;8889;8889;9643;9643;7344;7344;7143;7143;8750;8750
19.06.2020;93378;8595;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
20.06.2020;95537;8824;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
21.06.2020;96133;8875;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
22.06.2020;97572;8933;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
23.06.2020;100869;9153;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
24.06.2020;103493;9295;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
25.06.2020;105897;9450;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
26.06.2020;108497;9587;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
27.06.2020;108803;9789;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
28.06.2020;111298;9819;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
29.06.2020;111883;9848;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
30.06.2020;112611;10080;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
01.07.2020;115278;10198;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
02.07.2020;116823;10332;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
03.07.2020;118956;10500;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
04.07.2020;120428;10624;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
05.07.2020;121292;10667;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
06.07.2020;121879;10698;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
07.07.2020;124086;10881;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
08.07.2020;126329;10970;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
09.07.2020;128324;11115;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
10.07.2020;129443;11280;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
11.07.2020;129675;11406;7778;7778;8214;8214;6719;6719;6429;6429;8750;8750
12.07.2020;129684;11415;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
13.07.2020;132044;11474;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
14.07.2020;132822;11624;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
15.07.2020;134449;11757;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
16.07.2020;134573;11849;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
17.07.2020;135230;11919;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
18.07.2020;135230;11919;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
19.07.2020;138524;12114;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
20.07.2020;141005;12161;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
21.07.2020;145121;12293;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
22.07.2020;148623;12443;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
23.07.2020;151549;12535;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
24.07.2020;154879;12654;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
25.07.2020;156293;12808;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
26.07.2020;156325;12835;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
27.07.2020;157834;12876;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
28.07.2020;159639;13033;7593;7593;8214;8214;6615;6615;6310;6310;8750;8750
29.07.2020;161647;13198;6759;6759;7143;7143;6146;6146;5774;5774;8750;8750
30.07.2020;163642;13348;6759;6759;7143;7143;6146;6146;5774;5774;8750;8750
31.07.2020;165495;13477;6759;6759;7143;7143;6146;6146;5774;5774;8750;8750
01.08.2020;167213;13556;6759;6759;7143;7143;6146;6146;5774;5774;8750;8750
02.08.2020;167225;13572;6759;6759;7143;7143;6146;6146;5774;5774;8750;8750
03.08.2020;168064;13604;6574;6574;7143;7143;6042;6042;5655;5655;8750;8750
04.08.2020;168911;13715;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
05.08.2020;172679;13855;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
06.08.2020;174064;13941;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
07.08.2020;175696;14028;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
08.08.2020;178524;14070;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
09.08.2020;178850;14080;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
10.08.2020;180016;14108;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
11.08.2020;182563;14212;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
12.08.2020;185610;14295;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
13.08.2020;188085;14412;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
14.08.2020;189891;14507;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
15.08.2020;190614;14526;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
16.08.2020;194279;14562;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
17.08.2020;194651;14566;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
18.08.2020;199480;14728;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
19.08.2020;202993;14913;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
20.08.2020;205916;15074;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
21.08.2020;207036;15202;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
22.08.2020;210464;15267;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
23.08.2020;210948;15292;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
24.08.2020;211360;15392;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
25.08.2020;214003;15560;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
26.08.2020;216675;15700;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
27.08.2020;219198;15859;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
28.08.2020;219198;15859;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
29.08.2020;222957;16016;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
30.08.2020;223302;16027;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
31.08.2020;223631;16065;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
01.09.2020;226800;16217;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
02.09.2020;228332;16315;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
03.09.2020;230271;16394;6435;6435;7143;7143;5964;5964;5565;5565;8750;8750
04.09.2020;232489;16467;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
05.09.2020;232747;16526;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
06.09.2020;232818;16568;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
07.09.2020;233052;16593;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
08.09.2020;233373;16646;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
09.09.2020;233873;16770;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
10.09.2020;234813;16871;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
11.09.2020;240453;16883;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
12.09.2020;240776;16985;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
13.09.2020;242491;16990;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
14.09.2020;242811;17003;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
15.09.2020;244418;17180;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
16.09.2020;246182;17342;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
17.09.2020;246843;17453;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
18.09.2020;249798;17575;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
19.09.2020;251261;17634;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
20.09.2020;251909;17677;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
21.09.2020;252046;17727;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
22.09.2020;253756;17798;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
23.09.2020;254885;17911;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
24.09.2020;257985;18037;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
25.09.2020;259488;18166;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
26.09.2020;259670;18247;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
27.09.2020;261860;18278;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
28.09.2020;262006;18291;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
29.09.2020;263699;18388;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
30.09.2020;264783;18487;6157;6157;7143;7143;5807;5807;5387;5387;8750;8750
01.10.2020;266235;18567;5880;5880;7143;7143;5651;5651;5208;5208;8750;8750
02.10.2020;270395;18665;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
03.10.2020;271575;18749;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
04.10.2020;271701;18769;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
05.10.2020;273338;18780;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
06.10.2020;275415;18883;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
07.10.2020;277439;18969;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
08.10.2020;280144;19110;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
09.10.2020;282080;19222;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
10.10.2020;283407;19284;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
11.10.2020;283675;19308;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
12.10.2020;283858;19312;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
13.10.2020;284053;19336;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
14.10.2020;285205;19440;6435;6435;7738;7738;5964;5964;5565;5565;8750;8750
15.10.2020;286282;19555;6157;6157;7381;7381;5807;5807;5387;5387;8750;8750
16.10.2020;289440;19654;6157;6157;7381;7381;5807;5807;5387;5387;8750;8750
17.10.2020;289569;19715;6157;6157;7381;7381;5807;5807;5387;5387;8750;8750
